769 pairs total, 769 to do, 6 workers
[685/769] i=686 rc=0 19.3s {"i": 686, "pair": "vte2.91__0.80.1__0.80.3", "libs": 1, "err": false}
[686/769] i=683 rc=0 30.5s {"i": 683, "pair": "mesa__25.1.0__25.1.5", "libs": 1, "err": false}
[687/769] i=684 rc=0 31.2s {"i": 684, "pair": "mesa__25.1.5__25.1.7", "libs": 1, "err": false}
[688/769] i=687 rc=0 23.0s {"i": 687, "pair": "vte2.91__0.80.3__0.82.0", "libs": 1, "err": false}
[689/769] i=688 rc=0 26.3s {"i": 688, "pair": "vte2.91__0.82.0__0.82.1", "libs": 1, "err": false}
[690/769] i=689 rc=0 26.4s {"i": 689, "pair": "vte2.91__0.82.1__0.82.2", "libs": 1, "err": false}
[691/769] i=690 rc=0 26.8s {"i": 690, "pair": "vte2.91__0.82.2__0.82.3", "libs": 1, "err": false}
[692/769] i=695 rc=0 2.2s {"i": 695, "pair": "openexr__3.1.4__3.1.5", "libs": 0, "err": true}
[693/769] i=696 rc=0 0.7s {"i": 696, "pair": "openexr__3.1.5__3.1.13", "libs": 0, "err": true}
[694/769] i=697 rc=0 2.3s {"i": 697, "pair": "openexr__3.1.13__3.4.6+ds", "libs": 0, "err": false}
[695/769] i=691 rc=0 26.5s {"i": 691, "pair": "vte2.91__0.82.3__0.83.90", "libs": 1, "err": false}
[696/769] i=692 rc=0 27.9s {"i": 692, "pair": "vte2.91__0.83.90__0.84.0", "libs": 1, "err": false}
[697/769] i=699 rc=0 14.4s {"i": 699, "pair": "librevenge__0.0.3__0.0.4", "libs": 3, "err": false}
[698/769] i=693 rc=0 26.5s {"i": 693, "pair": "vte2.91__0.84.0__0.84.1", "libs": 1, "err": false}
[699/769] i=702 rc=0 1.4s {"i": 702, "pair": "mythes__1.2.4__1.2.5", "libs": 1, "err": false}
[700/769] i=703 rc=0 2.1s {"i": 703, "pair": "mythes__1.2.5__1.2.6", "libs": 1, "err": false}
[701/769] i=700 rc=0 15.1s {"i": 700, "pair": "librevenge__0.0.4__0.0.5", "libs": 3, "err": false}
[702/769] i=701 rc=0 13.1s {"i": 701, "pair": "librevenge__0.0.5__0.0.6", "libs": 3, "err": false}
[703/769] i=694 rc=0 28.6s {"i": 694, "pair": "openexr__3.1.3__3.1.4", "libs": 5, "err": false}
[704/769] i=706 rc=0 3.8s {"i": 706, "pair": "libwpg__0.3.1__0.3.2", "libs": 1, "err": false}
[705/769] i=707 rc=0 4.4s {"i": 707, "pair": "libwpg__0.3.2__0.3.3", "libs": 1, "err": false}
[706/769] i=708 rc=0 3.7s {"i": 708, "pair": "libwpg__0.3.3__0.3.4", "libs": 1, "err": false}
[707/769] i=698 rc=0 34.4s {"i": 698, "pair": "openexr__3.4.6+ds__3.4.14", "libs": 5, "err": false}
[708/769] i=704 rc=0 22.0s {"i": 704, "pair": "libwpd__0.10.1__0.10.2", "libs": 1, "err": false}
[709/769] i=705 rc=0 22.6s {"i": 705, "pair": "libwpd__0.10.2__0.10.3", "libs": 1, "err": false}
